threads,round,position,mode,case,samples,median_ns,p25_ns,p75_ns,root
1,1,1,baseline,reveal/1000/1,100,431,421,441,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,1,baseline,reveal/1000/100,100,46287,45886,47219,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,1,baseline,reveal/1000/1000,100,276920,275467,278312,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,1,baseline,reveal/32768/1,100,671,661,691,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,1,baseline,reveal/32768/3276,100,1599612,1596015,1602197,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,1,baseline,reveal/32768/32768,100,11846892,11780538,11884422,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,2,candidate,reveal/1000/1,100,461,461,481,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,2,candidate,reveal/1000/100,100,47399,46517,48611,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,2,candidate,reveal/1000/1000,100,281859,281058,283141,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,2,candidate,reveal/32768/1,100,591,581,611,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,2,candidate,reveal/32768/3276,100,1604982,1597709,1618667,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,2,candidate,reveal/32768/32768,100,11458453,11417957,11570543,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,3,candidate,reveal/1000/1,100,471,461,471,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,3,candidate,reveal/1000/100,100,47429,46818,48241,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,3,candidate,reveal/1000/1000,100,288161,286518,290956,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,3,candidate,reveal/32768/1,100,602,601,621,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,3,candidate,reveal/32768/3276,100,1634337,1619760,1653613,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,3,candidate,reveal/32768/32768,100,11489622,11446651,11639222,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,4,baseline,reveal/1000/1,100,431,430,441,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,4,baseline,reveal/1000/100,100,45275,44935,45796,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,4,baseline,reveal/1000/1000,100,277291,274435,280566,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,1,4,baseline,reveal/32768/1,100,671,661,681,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,4,baseline,reveal/32768/3276,100,1669093,1635679,2328800,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,1,4,baseline,reveal/32768/32768,100,11728520,11676833,11801807,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,2,1,baseline,reveal/1000/1,100,480,461,491,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,2,1,baseline,reveal/1000/100,100,48150,47740,48672,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,2,1,baseline,reveal/1000/1000,100,286828,285295,288892,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
1,2,1,baseline,reveal/32768/1,100,711,701,731,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,2,1,baseline,reveal/32768/3276,100,1688870,1638334,2351583,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
1,2,1,baseline,reveal/32768/32768,100,11884623,11852672,11953932,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
