run,metric,samples,first_sample_offset_ms,last_sample_gap_ms,sampled_peak_bytes,scrape_p50_bytes,scrape_p95_bytes,first_bytes,last_bytes
feature-1,reth_process_resident_memory_bytes,131,45,8673,10984325120.0,8958918656.0,10737451008.0,5826850816.0,10968453120.0
feature-1,reth_process_virtual_memory_bytes,131,45,8673,8825497284608.0,8824879030272.0,8825302216704.0,8809664991232.0,8825497284608.0
feature-1,reth_process_virtual_memory_max_bytes,131,45,8673,0.0,0.0,0.0,0.0,0.0
feature-1,reth_jemalloc_allocated,131,45,8673,4167894776.0,3913128560.0,4118359176.0,3596921328.0,4116322624.0
feature-1,reth_jemalloc_active,131,45,8673,4273262592.0,4028223488.0,4224364544.0,3696377856.0,4221288448.0
feature-1,reth_jemalloc_resident,131,45,8673,4563382272.0,4309921792.0,4507723776.0,3892879360.0,4500283392.0
feature-1,reth_jemalloc_mapped,131,45,8673,4692647936.0,4440092672.0,4637186048.0,4016943104.0,4626231296.0
feature-1,reth_jemalloc_metadata,131,45,8673,53826944.0,49609600.0,51450112.0,43117936.0,53826944.0
feature-1,reth_jemalloc_retained,131,45,8673,2836484096.0,2445017088.0,2736097280.0,2273464320.0,2836484096.0
feature-2,reth_process_resident_memory_bytes,131,47,8610,10955538432.0,8945508352.0,10734501888.0,5816975360.0,10954911744.0
feature-2,reth_process_virtual_memory_bytes,131,47,8610,8825506721792.0,8824882700288.0,8825338206208.0,8809670758400.0,8825506721792.0
feature-2,reth_process_virtual_memory_max_bytes,131,47,8610,0.0,0.0,0.0,0.0,0.0
feature-2,reth_jemalloc_allocated,131,47,8610,4171414136.0,3915822760.0,4120267800.0,3594491096.0,4120072824.0
feature-2,reth_jemalloc_active,131,47,8610,4275519488.0,4024258560.0,4228786176.0,3693260800.0,4225732608.0
feature-2,reth_jemalloc_resident,131,47,8610,4524937216.0,4298047488.0,4484921344.0,3885572096.0,4484415488.0
feature-2,reth_jemalloc_mapped,131,47,8610,4652056576.0,4425093120.0,4611299328.0,4009644032.0,4610347008.0
feature-2,reth_jemalloc_metadata,131,47,8610,53823872.0,49678336.0,53583680.0,43101680.0,53823872.0
feature-2,reth_jemalloc_retained,131,47,8610,2861805568.0,2473263104.0,2816012288.0,2286530560.0,2861805568.0
feature-3,reth_process_resident_memory_bytes,132,47,8640,10978516992.0,8936722432.0,10740759756.8,5815779328.0,10978516992.0
feature-3,reth_process_virtual_memory_bytes,132,47,8640,8825488822272.0,8824809271296.0,8825351868416.0,8809669890048.0,8825488822272.0
feature-3,reth_process_virtual_memory_max_bytes,132,47,8640,0.0,0.0,0.0,0.0,0.0
feature-3,reth_jemalloc_allocated,132,47,8640,4172893288.0,3920014832.0,4117510036.4,3580683896.0,4083813848.0
feature-3,reth_jemalloc_active,132,47,8640,4275671040.0,4026040320.0,4224418201.6,3678765056.0,4197146624.0
feature-3,reth_jemalloc_resident,132,47,8640,4542251008.0,4273262592.0,4498060083.2,3871387648.0,4501450752.0
feature-3,reth_jemalloc_mapped,132,47,8640,4671434752.0,4392921088.0,4626772992.0,3995467776.0,4629540864.0
feature-3,reth_jemalloc_metadata,132,47,8640,51679488.0,47517552.0,51383654.4,43124080.0,51679488.0
feature-3,reth_jemalloc_retained,132,47,8640,2835509248.0,2429919232.0,2817432985.6,2298085376.0,2825310208.0
feature-4,reth_process_resident_memory_bytes,131,47,8654,10901495808.0,8936529920.0,10687791104.0,5825466368.0,10901495808.0
feature-4,reth_process_virtual_memory_bytes,131,47,8654,8825482530816.0,8824861310976.0,8825353156608.0,8809676705792.0,8825482530816.0
feature-4,reth_process_virtual_memory_max_bytes,131,47,8654,0.0,0.0,0.0,0.0,0.0
feature-4,reth_jemalloc_allocated,131,47,8654,4170832800.0,3919385736.0,4111726464.0,3584051552.0,4093359240.0
feature-4,reth_jemalloc_active,131,47,8654,4272644096.0,4023709696.0,4215052288.0,3682684928.0,4202586112.0
feature-4,reth_jemalloc_resident,131,47,8654,4510199808.0,4287975424.0,4464644096.0,3882545152.0,4449968128.0
feature-4,reth_jemalloc_mapped,131,47,8654,4639461376.0,4418207744.0,4594153472.0,4006727680.0,4575961088.0
feature-4,reth_jemalloc_metadata,131,47,8654,53772672.0,49529856.0,53476800.0,43011952.0,53772672.0
feature-4,reth_jemalloc_retained,131,47,8654,2876907520.0,2441916416.0,2788548608.0,2293641216.0,2872598528.0
feature-5,reth_process_resident_memory_bytes,132,47,8612,10952122368.0,8939872256.0,10741510758.4,5806002176.0,10952122368.0
feature-5,reth_process_virtual_memory_bytes,132,47,8612,8825473167360.0,8824860958720.0,8825291206656.0,8809664466944.0,8825473167360.0
feature-5,reth_process_virtual_memory_max_bytes,132,47,8612,0.0,0.0,0.0,0.0,0.0
feature-5,reth_jemalloc_allocated,132,47,8612,4171022328.0,3928648572.0,4120912297.6,3592595120.0,4116713384.0
feature-5,reth_jemalloc_active,132,47,8612,4274499584.0,4035280896.0,4226961817.6,3692007424.0,4221747200.0
feature-5,reth_jemalloc_resident,132,47,8612,4553506816.0,4290011136.0,4499279872.0,3866918912.0,4478910464.0
feature-5,reth_jemalloc_mapped,132,47,8612,4680597504.0,4420222976.0,4626603417.6,3991068672.0,4604899328.0
feature-5,reth_jemalloc_metadata,132,47,8612,53776000.0,49575552.0,53509676.8,43034864.0,53776000.0
feature-5,reth_jemalloc_retained,132,47,8612,2843299840.0,2445959168.0,2777243033.6,2298814464.0,2833698816.0
feature-6,reth_process_resident_memory_bytes,131,46,8590,10997977088.0,8931504128.0,10760642560.0,5811482624.0,10997977088.0
feature-6,reth_process_virtual_memory_bytes,131,46,8590,8825462157312.0,8824853340160.0,8825310605312.0,8809644544000.0,8825462157312.0
feature-6,reth_process_virtual_memory_max_bytes,131,46,8590,0.0,0.0,0.0,0.0,0.0
feature-6,reth_jemalloc_allocated,131,46,8590,4169686768.0,3916853184.0,4119591888.0,3594611504.0,4084968784.0
feature-6,reth_jemalloc_active,131,46,8590,4274032640.0,4032458752.0,4227207168.0,3693465600.0,4201906176.0
feature-6,reth_jemalloc_resident,131,46,8590,4541194240.0,4273623040.0,4504901632.0,3873714176.0,4505923584.0
feature-6,reth_jemalloc_mapped,131,46,8590,4666245120.0,4401692672.0,4628752384.0,3997790208.0,4629774336.0
feature-6,reth_jemalloc_metadata,131,46,8590,55922048.0,51702400.0,55681216.0,43094768.0,55922048.0
feature-6,reth_jemalloc_retained,131,46,8590,2821476352.0,2448678912.0,2761715712.0,2272169984.0,2797813760.0
