threads,round,position,mode,case,samples,median_ns,p25_ns,p75_ns,root
15,2,2,candidate,reveal/1000/1,100,441,440,451,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
15,2,2,candidate,reveal/1000/100,100,45425,45145,45746,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
15,2,2,candidate,reveal/1000/1000,100,310593,292078,315903,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
15,2,2,candidate,reveal/32768/1,100,581,581,591,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
15,2,2,candidate,reveal/32768/3276,100,3026754,3004392,3049667,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
15,2,2,candidate,reveal/32768/32768,100,12174673,12100414,12227723,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
15,2,3,candidate,reveal/1000/1,100,441,431,451,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
15,2,3,candidate,reveal/1000/100,100,46367,46187,46698,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
15,2,3,candidate,reveal/1000/1000,100,322285,301867,325681,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
15,2,3,candidate,reveal/32768/1,100,602,592,611,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
15,2,3,candidate,reveal/32768/3276,100,3045509,3020332,3063223,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
15,2,3,candidate,reveal/32768/32768,100,12144877,12084964,12193759,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
15,2,4,baseline,reveal/1000/1,100,441,431,461,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
15,2,4,baseline,reveal/1000/100,100,49022,48792,49383,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
15,2,4,baseline,reveal/1000/1000,100,278774,277582,280847,0x70e2927078db389aff1f53cd3ca5e10003c86cf98dc8902cc0aabe90509d9110
15,2,4,baseline,reveal/32768/1,100,671,661,682,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
15,2,4,baseline,reveal/32768/3276,100,3074704,3051561,3091515,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
15,2,4,baseline,reveal/32768/32768,100,13909080,12465920,13971246,0x8e6613b495829462e79f824bbbe37bb423b9d529499661d6bf5275e37b6c2bdc
