threads,case,runs_per_mode,samples_per_run,baseline_median_ns,baseline_p25_ns,baseline_p75_ns,candidate_median_ns,candidate_p25_ns,candidate_p75_ns,speedup,reduction_percent
15,root_cached/32768/retain,4,100,85.0,75.0,92.5,65.0,60.0,72.5,1.3077,23.53
15,root_dirty/1000/1/discard,4,100,3882.0,3812.25,3949.5,3827.5,3817.0,3850.25,1.0142,1.4
15,root_dirty/1000/1/retain,4,100,4117.5,4114.75,4127.75,4128.0,4117.75,4130.5,0.9975,-0.26
15,root_dirty/1000/100/discard,4,100,69825.5,68475.75,70865.0,69410.0,68448.0,72007.5,1.006,0.6
15,root_dirty/1000/100/retain,4,100,82990.0,81733.0,85357.0,83827.0,83313.0,86673.0,0.99,-1.01
15,root_dirty/1000/1000/discard,4,100,118336.5,116507.75,119318.75,114409.5,105137.0,117969.0,1.0343,3.32
15,root_dirty/1000/1000/retain,4,100,155907.5,151151.5,161142.0,155456.5,141848.5,159311.25,1.0029,0.29
15,root_dirty/32768/1/discard,4,100,6612.5,6417.0,6765.5,6272.0,6197.0,6457.25,1.0543,5.15
15,root_dirty/32768/1/retain,4,100,7789.5,7083.0,8573.75,7198.5,7121.25,7270.75,1.0821,7.59
15,root_dirty/32768/3276/discard,4,100,336696.5,331301.25,345345.5,335444.5,333137.75,344639.0,1.0037,0.37
15,root_dirty/32768/3276/retain,4,100,528200.5,522446.75,538808.5,506435.0,503962.75,508393.25,1.043,4.12
15,root_dirty/32768/32768/discard,4,100,859597.5,835985.25,888975.5,828564.0,815514.75,842717.75,1.0375,3.61
15,root_dirty/32768/32768/retain,4,100,1138369.5,1128741.5,1151980.25,1059893.0,1046823.0,1074050.0,1.074,6.89
15,update_root/1000/1/discard,4,100,4162.0,4139.75,4187.25,4153.0,4115.5,4200.5,1.0022,0.22
15,update_root/1000/1/retain,4,100,4533.5,4513.0,4554.0,4434.0,4423.75,4461.25,1.0224,2.19
15,update_root/1000/100/discard,4,100,84022.0,82722.0,85206.75,82915.5,82291.75,83333.75,1.0133,1.32
15,update_root/1000/100/retain,4,100,98434.5,97094.75,99351.25,97903.5,97027.25,98795.0,1.0054,0.54
15,update_root/1000/1000/discard,4,100,257227.5,253443.0,265052.0,268554.0,258588.0,271353.75,0.9578,-4.4
15,update_root/1000/1000/retain,4,100,293180.0,287617.25,299527.0,298439.5,284325.5,304613.75,0.9824,-1.79
15,update_root/32768/1/discard,4,100,7393.5,7283.25,7659.5,6963.0,6890.5,7115.75,1.0618,5.82
15,update_root/32768/1/retain,4,100,9037.5,8378.5,9683.75,8060.0,7927.25,8185.25,1.1213,10.82
15,update_root/32768/3276/discard,4,100,797967.0,788782.25,807930.25,776431.5,767159.0,781122.75,1.0277,2.7
15,update_root/32768/3276/retain,4,100,998337.0,985783.75,1013337.5,963512.5,960993.0,965305.75,1.0361,3.49
15,update_root/32768/32768/discard,4,100,5400834.0,5371644.25,5447807.25,5290096.5,5225130.0,5361988.5,1.0209,2.05
15,update_root/32768/32768/retain,4,100,5642768.0,5545883.5,5754047.0,5393615.5,5353820.75,5480513.5,1.0462,4.42
